"category","subcategory","name","url","feed_url","feed_error_attempt","alexa","image_capture_attempt","attempt_reset_count","image_hour","image_updated_at","status"
"Ideas","Articles","Raw Story","http://www.rawstory.com/","http://www.rawstory.com/feed/","","2780","","","D","19 hours ago","active"
"Info","Entertainment","Common Sense Media","https://www.commonsensemedia.org/","","","8618","","","N","","inactive"
"Info","Business","Angel List","https://angel.co/","","","2828","","","N","","active"
"Science","News","Carbon Brief","http://www.carbonbrief.org/","http://feeds.feedburner.com/carbonbrief","","292763","","","D","14 hours ago","active"
"Ideas","Specialized","Chronicle of Higher Education","http://chronicle.com/","","","10021","","","D","","inactive"
"News","America","Chicago Sun Times","http://chicago.suntimes.com/","","","5770","","","D","18 hours ago","active"
"Info","Business","Famebit","https://famebit.com/","","","35802","","","N","","active"
"News","America","Village Voice","http://www.villagevoice.com/","","","26316","","","D","Sep 15, 2016","inactive"
"Ideas","Entertainment","The Wrap","http://www.thewrap.com/","http://www.thewrap.com/feed/","","5995","","1","D","12 hours ago","active"
"Info","Services","Open Library","https://openlibrary.org/","","","18652","","","N","","active"
"Info","Travel","Travel Zoo","http://www.travelzoo.com/select/","","","3488","","","N","","active"
"Info","Entertainment","Pogo Games","http://www.pogo.com/","","","1066","","","N","","active"
"Ideas","Specialized","Jane's Defense","http://www.janes.com/","http://www.janes.com/rss","","57953","","","D","4 days ago","problem"
"Info","Courses","Stack Skills","https://stackskills.com/","","","32398","","","N","","active"
"Ideas","Specialized","European Council on Foreign Relations","http://www.ecfr.eu/","http://feeds.feedburner.com/ECFR_all","","347442","","","D","Oct 12, 2017","problem"
"News","Tech","PC Magazine","http://www.pcmag.com/","http://feeds.pcmag.com/Rss.aspx/SectionArticles","","789","","1","D","Sep 24, 2017","problem"
"Ideas","Specialized","Techpinions","https://techpinions.com/","","","334374","","","D","","inactive"
"Ideas","Specialized","Pew Trusts","http://www.pewtrusts.org/","","","67727","","","D","May 14, 2016","problem"
"Ideas","Specialized","Economics 21","http://economics21.org/","http://economics21.org/rss.xml","","557367","","","D","Oct 4, 2017","problem"
"Info","Education","Art of Problem Solving","https://www.artofproblemsolving.com/","","","35830","","","N","","active"
"Info","Education","Brilliant.org","https://brilliant.org/","","","17262","","","N","","active"
"Home","Food","Saveur","http://www.saveur.com/","http://www.saveur.com/rss.xml","","11962","","","D","14 hours ago","active"
"News","World","Taipei Times","http://www.taipeitimes.com/","http://www.taipeitimes.com/xml/taiwan.rss","","67561","","","D","18 hours ago","active"
"Ideas","Culture","Guff","http://guff.com/","","","29873","","","D","May 17, 2016","problem"
"Ideas","Culture","Marc & Angel","http://www.marcandangel.com/","http://feeds.feedburner.com/MarcAndAngel","","34974","","","D","14 hours ago","active"
"Home","Home","Decoist","http://www.decoist.com/","http://www.decoist.com/feed/","","23608","","","D","Sep 30, 2017","problem"
"Home","Food","Foodbeast","http://www.foodbeast.com/","","","33298","","","D","Sep 27, 2017","problem"
"Info","Services","Mixlr - Broadcast from PC or Mobile","http://mixlr.com/","","","19154","","","N","","active"
"Info","Services","Fax Zero","http://faxzero.com/","","","49049","","","N","","active"
"Info","Education","Hundred Zeros - Free Kindle Books","http://hundredzeros.com/","","","180396","","","N","","active"
"Info","Education","EReader IQ","http://www.ereaderiq.com/","","","36320","","","N","","active"
"Info","Education","Free Books Hub","http://www.freebookshub.com/","","","636229","","","N","","active"
"Ideas","History","The Undefeated","http://theundefeated.com/","","","981749","","","D","","inactive"
"News","Tech","Gamespot","http://www.gamespot.com/","","","815","","","D","May 21, 2016","problem"
"News","Tech","Rock Paper Shotgun","https://www.rockpapershotgun.com/","","","5815","","","D","","problem"
"Info","Entertainment","Radio Drama Revival","http://www.radiodramarevival.com/","","","1303599","","","N","","active"
"Ideas","Entertainment","Complex","http://www.complex.com/","","","1730","","","D","May 24, 2016","inactive"
"Ideas","Specialized","Smart Brief","http://www.smartbrief.com/","","","12408","","","D","Jun 9, 2016","problem"
"Ideas","Specialized","Tech & Learning","http://www.techlearning.com/","http://www.techlearning.com/rss","","86482","","1","D","Aug 10, 2017","problem"
"Ideas","Tech","Tech World","http://www.techworld.com/","http://www.techworld.com/news/rss","","43812","","2","D","1 day ago","problem"
"News","Tech","Network Computing","http://www.networkcomputing.com/","http://www.networkcomputing.com/rss/all","","76953","","","D","Sep 25, 2017","problem"
"News","Tech","Electrical Engineering Times","http://www.eetimes.com/","http://www.eetimes.com/rss_simple.asp ","","30848","","1","D","Sep 24, 2017","problem"
"Info","Computers","Dr. Dobbs Software Journal","http://www.drdobbs.com/","","","40001","","","N","","active"
"News","Magazines","GQ Magazine","http://www.gq.com/","","","3608","","","D","Aug 3, 2016","problem"
"Ideas","Advice","Buzzle","http://www.buzzle.com/","","","11072","","","D","Oct 17, 2017","problem"
"Info","Services","The Time Now","http://www.thetimenow.com/","","","22913","","","N","","active"
"Ideas","Entertainment","Deadline (Entertainment)","http://deadline.com/","http://deadline.com/feed/ ","","3192","","","D","","inactive"
"Home","Food","Serious Eats","http://www.seriouseats.com/","http://feeds.feedburner.com/seriouseatsfeaturesvideos","8","3003","","","D","Jun 4, 2016","problem"
"Home","Home","Southern Living","http://www.southernliving.com/","http://feeds.southernliving.com/SouthernLiving/latest?format=xml","","5810","","","D","Oct 8, 2017","problem"
"Home","Home","Coastal Living","http://www.coastalliving.com/","http://feeds.coastalliving.com/coastalliving/latest?format=xml","","40415","","","D","","inactive"
"Ideas","Entertainment","Collider","http://collider.com/","http://collider.com/feed/","1","5418","","","D","17 hours ago","active"
"Ideas","Entertainment","News-a-rama","http://www.newsarama.com/","http://www.newsarama.com/home/feed/site.xml","","13042","","","D","Oct 17, 2017","problem"
"Ideas","Specialized","Education Week","http://www.edweek.org/","https://feeds.feedburner.com/EducationWeekNewsAndInformationAboutEducationIssues","","18478","","","D","10 hours ago","active"
"Info","Health&Food","Talkspace","https://www.betterhelp.com","","","68734","","","N","","active"
"News","America","Governing (State & Cities)","http://www.governing.com/","http://www.governing.com/rss/all_articles","298","65746","","","D","Sep 25, 2017","problem"
"Home","Health","Health Data","http://www.healthdata.org/","","","163178","","","D","Jun 7, 2016","problem"
"News","Tech","Pocket Now","http://pocketnow.com/","http://feeds.feedburner.com/pocketnow","303","17821","","","D","Oct 3, 2017","problem"
"News","Sports","Sports Business Daily","http://www.sportsbusinessdaily.com/","http://www.sportsbusinessdaily.com/Daily/Issues/Rss.aspx","79","74458","","","D","15 hours ago","active"
"News","Tech","Information Week","http://www.informationweek.com/","http://www.informationweek.com/rss_simple.asp","","13256","","","D","Sep 24, 2017","problem"
"Ideas","Ideas","American Spectator","http://spectator.org/","","","44626","","","D","18 hours ago","active"
"Ideas","Specialized","AL Monitor","http://www.al-monitor.com/","http://www.al-monitor.com/rss","","31546","","","D","16 hours ago","active"
"News","TopNews","World Crunch","http://www.worldcrunch.com/","http://www.worldcrunch.com/rss/rss.php","","332016","","","D","9 hours ago","active"
"Ideas","Specialized","Rand Corp.","http://www.rand.org/","http://www.rand.org/news/press.xml","","33603","","","D","","inactive"
"News","Finance&Business","Institutional Investor","http://www.institutionalinvestor.com/","http://feeds.feedburner.com/InstitutionalInvestorBankingCapitalMarkets","","125362","","","D","Aug 3, 2016","problem"
"Ideas","Specialized","Inside Higher Education","https://www.insidehighered.com/","https://www.insidehighered.com/rss/feed/ihe","","14643","","","D","","problem"
"Ideas","Ideas","National Review","http://www.nationalreview.com/","http://www.nationalreview.com/feed","54","4076","","","D","Sep 15, 2016","problem"
"Ideas","Specialized","The Ringer","https://theringer.com/","","","36087","","1","D","14 hours ago","active"
"News","America","Washington Times","http://www.washingtontimes.com/","http://www.washingtontimes.com/rss/headlines/news/editor-favorites/","","3431","","5","H","21 minutes ago","active"
"Science","Magazines","Natural History Magazine","http://www.naturalhistorymag.com/","http://www.naturalhistorymag.com/rss.xml","","766317","","","D","Sep 27, 2017","problem"
"Ideas","Ideas","Jacobin Magazine","https://www.jacobinmag.com/","","","42132","","","D","","problem"
"Info","Computers","MyWot Safe Browsing","https://www.mywot.com/","","","7156","","","N","","active"
"Home","Food","Extra Crispy","http://www.extracrispy.com/","","","546943","","","D","Jun 30, 2016","problem"
"News","Tech","Twice - Consumer Electronics","http://www.twice.com/","http://www.twice.com/rss.xml","","116077","","1","D","Sep 24, 2017","problem"
"News","America","Crain's New York Business","http://www.crainsnewyork.com/","http://feeds.crainsnewyork.com/crainsnewyork/latestnews","","47866","","","D","","inactive"
"Science","News","Science Friday","http://www.sciencefriday.com/","http://www.sciencefriday.com/feed/podcast/podcast-episode","","94502","","","D","Jul 11, 2016","problem"
"Ideas","Culture","WWD - Women's Wear Daily","http://wwd.com/","http://wwd.com/feed/","","25681","","","D","","inactive"
"Ideas","Entertainment","HitFix","http://www.hitfix.com/","http://www.hitfix.com/headlines.rss","258","8740","","1","D","Dec 7, 2017","problem"
"News","Tech","BGR - Boy Genius Report","http://bgr.com/","http://bgr.com/feed/","","3060","","","D","","problem"
"Ideas","Ideas","Crikey","https://www.crikey.com.au/","https://www.crikey.com.au/feed/","","54943","","","D","","inactive"
"Ideas","Entertainment","Documentary Heaven","http://documentaryheaven.com/","http://documentaryheaven.com/feed/","","45362","","","D","10 hours ago","active"
"Home","Food","Taste Made","https://www.tastemade.com/","","","28711","","","D","","inactive"
"Info","Entertainment","Noisli","http://www.noisli.com/","","","42107","","","N","","active"
"Info","Courses","Class Central","https://www.class-central.com/","","","41952","","","N","","active"
"Info","Services","7 Cups - Free Online Therapy","https://www.7cups.com/","","","28245","","","N","","active"
"Info","Entertainment","Librivox","https://librivox.org/","","","35765","","","N","","active"
"Info","Services","Good-Rx","http://www.goodrx.com/","","","14933","","","N","","active"
"Ideas","Culture","Fader","http://www.thefader.com/","http://www.thefader.com/feed.rss","","22055","","","D","Oct 9, 2017","problem"
"Ideas","Specialized","Civil Eats","http://civileats.com/","http://feeds.feedburner.com/civileats/pfjg","","183965","","","D","18 hours ago","active"
"Home","Health","Kaiser Health News","http://khn.org/","http://khn.org/feed/","","112672","","","D","","inactive"
"News","America","WHYY (PA, NJ, DE)","https://whyy.org/","http://feeds.feedburner.com/newsworks/MoreNews","3","103505","","","D","Oct 13, 2017","problem"
"Ideas","Specialized","Task & Purpose","http://taskandpurpose.com/","http://taskandpurpose.com/feed/","","40468","","","D","","inactive"
"Ideas","Specialized","National Defense","http://www.nationaldefensemagazine.org/","http://www.nationaldefensemagazine.org/_layouts/feed.aspx?xsl=2&web=%2F&page=8f3ca240-438b-4da6-b482-3685108cc13b&wp=d3abc099-07fa-45e1-a18c-e1795f9f16fe","","296501","","","D","Jul 4, 2016","problem"
"Ideas","Specialized","Small Wars Journal","http://smallwarsjournal.com/","http://smallwarsjournal.com/rss","","347990","","","D","15 hours ago","active"
"Ideas","Specialized","Daily Signal","http://dailysignal.com/","http://dailysignal.com/feed/","","16544","","","D","16 hours ago","active"
"News","Finance&Business","Bloomberg view","http://www.bloomberg.com/view/","","","396","","","D","10 hours ago","active"
"Science","News","Sci-Tech Today","http://www.sci-tech-today.com/","http://www.sci-tech-today.com/share/rss_feed.php","","430474","","","D","14 hours ago","active"
"Ideas","Tech","Hacker News","http://thehackernews.com/","http://thehackernews.com/feeds/posts/default","","11278","","","D","Dec 20, 2017","problem"
"Ideas","Specialized","The Drive","http://www.thedrive.com/","http://www.thedrive.com/rss/all","","35477","","","D","Jul 4, 2016","problem"
"Ideas","Specialized","Aviation Week","http://aviationweek.com/","http://aviationweek.com/rss.xml","","41655","","1","D","13 hours ago","active"
"Science","News","Psych Central","http://psychcentral.com/","http://psychcentral.com/news/feed","","7220","","","D","16 hours ago","active"
"Science","News","Renewable Energy World","http://www.renewableenergyworld.com/","http://feeds.feedburner.com/RenewableEnergyNewsRssFeed","","65881","","","D","Jun 23, 2016","inactive"
"Science","News","Solar Daily","http://www.solardaily.com/","http://www.solardaily.com/solardaily.xml","","782576","","","","","active"
"News","Finance&Business","Bloomberg Businessweek","http://www.bloomberg.com/businessweek","","","396","","","H","","inactive"
"Ideas","Advice","Vagabondish","http://www.vagabondish.com/","http://www.vagabondish.com/feed/","","336448","","","D","Jul 13, 2016","problem"
"Ideas","Advice","National Geographic Adventure","http://www.nationalgeographic.com/adventure/","","","1271","","","D","Dec 4, 2016","problem"
"Ideas","Culture","Flavorwire","http://flavorwire.com/","http://flavorwire.com/category/media-music/feed","","11251","","","D","","inactive"
"News","Magazines","Politico Magazine","http://www.politico.com/magazine/","http://www.politico.com/rss/whatworks.xml","","827","","","D","18 hours ago","active"
"Info","Travel","Wikitravel","http://wikitravel.org/","","","7613","","","N","","active"
"Info","Travel","Travelocity","https://www.travelocity.com/","","","1829","","","N","","active"
"Info","Business","Shipwire","https://www.shipwire.com/","","","62207","","","N","","active"
"Ideas","Specialized","Cafe Mom","http://www.cafemom.com/","http://feeds.feedburner.com/cafemom/thestir","","2035","","","D","Jun 27, 2016","problem"
"Ideas","Entertainment","The Source","http://thesource.com/","http://thesource.com/feed/","","38607","","","D","10 hours ago","active"
"Ideas","Ideas","Washington Monthly","http://washingtonmonthly.com/","http://washingtonmonthly.com/feed/","","68026","","1","D","Sep 19, 2017","problem"
"Info","Services","Nature Picture Library","http://www.naturepl.com/","","","1031032","","","N","","active"
"News","TopNews","C-Span","http://www.c-span.org/","http:// www.c-span.org/xml/podcast/ap_feed.xml","","14976","","","D","","problem"
"Ideas","Culture","Huck Magazine","http://www.huckmagazine.com/","http://www.huckmagazine.com/feed/","","174983","","","D","18 hours ago","active"
"Ideas","Entertainment","Indie Wire","http://www.indiewire.com/","http://www.indiewire.com/feed/","","5275","","","D","Jul 3, 2016","problem"
"Ideas","Entertainment","Roger Ebert Reviews","http://www.rogerebert.com/","http://www.rogerebert.com/feed","4","12518","","","D","Jul 6, 2016","problem"
"Ideas","Specialized","Chalkbeat","http://www.chalkbeat.org/","http://www.chalkbeat.org/feed/","","122572","","1","D","Oct 2, 2017","problem"
"Ideas","Specialized","Ed Source","https://edsource.org/","https://edsource.org/feed/atom","","213708","","","D","","inactive"
"Info","Education","School Of Life","http://www.theschooloflife.com/","","","73430","","","N","","active"
"News","TopNews","Memeorandum","http://www.memeorandum.com/","http://www.memeorandum.com/feed.xml","","77800","","1","H","Oct 19, 2017","problem"
"Ideas","Ideas","Town Hall","http://townhall.com/","http://townhall.com/api/openaccess/news/","","6283","","4","H","49 minutes ago","active"
"Ideas","Ideas","Daily Wire","http://www.dailywire.com/","http://www.dailywire.com/rss.xml","","13157","","1","D","14 hours ago","active"
"Info","Services","Pixabay","https://pixabay.com/","","","1008","","","N","","active"
"News","Tech","Recombu","https://recombu.com/","","","42490","","","D","","problem"
"News","Tech","Player One","http://www.player.one/","","","5979","","","D","Sep 24, 2017","problem"
"Info","Education","History Buffs","https://www.youtube.com/c/historybuffslondon","","","","","","N","","active"
"Ideas","Tech","Electronic House","https://www.electronichouse.com/","http://feeds.feedburner.com/ElectronicHouse","","76846","","","D","13 hours ago","active"
"Ideas","Tech","Tech Hive","http://www.techhive.com/","http://www.techhive.com/index.rss","","22416","","","D","10 hours ago","active"
"Ideas","Ideas","Independant Journal Review","https://ijr.com/","http://ijr.com/feed/","","24098","","","D","","problem"
"News","World","EU Observer","https://euobserver.com/","","","109504","","","D","","inactive"
"Ideas","Ideas","Alternet","http://www.alternet.org/","http://feeds.feedblitz.com/alternet_all","","6404","","","D","Oct 11, 2017","problem"
"Ideas","Ideas","Legal Insurrection","http://legalinsurrection.com/","http://feeds.feedburner.com/LegalInsurrection","","50179","","","D","18 hours ago","active"
"News","World","Politico Europe","http://www.politico.eu/","http://www.politico.eu/feed/","","17266","","","D","16 hours ago","active"
"News","Magazines","Politico Media","http://www.politico.com/media/","http://www.politico.com/media/rss/politicomedia","","806","","","D","18 hours ago","active"
"Info","Services","Intelius","https://www.intelius.com/","","","4952","","","N","","active"
"Info","Education","Math Is Fun","http://www.mathsisfun.com/index.htm","","","5510","","","N","","active"
"Info","Services","Pixels Talk","http://www.pixelstalk.net/","","","18762","","","N","","active"
"News","America","Miami Herald","http://www.miamiherald.com/","http://www.miamiherald.com/?widgetName=rssfeed&widgetContentId=712015&getXmlFeed=true","","4174","","","H","Sep 24, 2017","problem"
"Ideas","Specialized","Kantar Media Thoughts","http://www.kantarmedia.com/us/thinking-and-resources","","","130898","","","D","Aug 19, 2016","problem"
"Home","Food","The Kitchn","http://www.thekitchn.com/","http://feeds.thekitchn.com/apartmenttherapy/thekitchn","","731","","","D","10 hours ago","active"
"Ideas","Specialized","Adapt Network","http://www.adaptnetwork.com/","http://www.adaptnetwork.com/feed/","","287262","","","D","Oct 30, 2017","problem"
"Ideas","Specialized","Travel Channel","http://www.travelchannel.com/","","","3508","","","D","13 hours ago","active"
"Info","Travel","More Than Just Parks","https://www.morethanjustparks.com/","","","1504492","","","N","","active"
"Info","Business","Outsourcely","https://www.outsourcely.com/","","","90332","","","N","","active"
"Info","Business","Gazelle Buy & Sell","https://www.gazelle.com/","","","16976","","","N","","active"
"Info","Business","Glyde Buy & Sell","https://glyde.com/","","","45445","","","N","","active"
"Ideas","Specialized","Strategist","http://www.aspistrategist.org.au/","","","442540","","","D","9 hours ago","active"
"Ideas","Specialized","The Root","http://www.theroot.com/","","","12376","","4","D","Jan 26, 2017","problem"
"Home","Home","Safe Bee","http://www.safebee.com/","","","170311","","","D","Sep 24, 2017","problem"
"Info","Computers","Zamzar Image Conversion","http://www.zamzar.com/","","","3927","","","http://www.","","active"
"Ideas","Tech","Tech Xplore","https://techxplore.com/","","","166662","","1","D","15 hours ago","active"
"Info","Education","Evonomics","http://evonomics.com/","","","110487","","","N","Sep 30, 2017","active"
"Ideas","Ideas","Catapult","https://catapult.co/","","","310813","","","D","18 hours ago","active"
"News","World","Japan Times","http://www.japantimes.co.jp/","","","7659","","","D","12 hours ago","active"
"Ideas","Entertainment","Hollywood Today Live","http://hollywoodtodaylive.com/","","","1018775","","","D","Jul 31, 2017","problem"
"Info","Courses","The Great Courses Plus","https://www.thegreatcoursesplus.com/","","","42533","","","N","","active"
"Ideas","Specialized","Get Rich Slowly","http://www.getrichslowly.org/blog/","","","68722","","","D","Jul 18, 2017","problem"
"Ideas","Specialized","Business Today","http://www.businesstoday.org/","","","768133","","","D","Nov 3, 2016","inactive"
"Ideas","Ideas","Edge.org","https://www.edge.org/","","","88148","","","D","Sep 27, 2017","problem"
"Home","Food","Cook's Science","http://www.cooksscience.com/","","","453941","","","D","Sep 11, 2017","problem"
"Ideas","Culture","Twitchy","http://twitchy.com/","","","16813","","","D","14 hours ago","active"
"Ideas","Articles","PBS NewsHour","http://www.pbs.org/newshour/","","","1364","","","D","9 hours ago","active"
"Ideas","Specialized","LawFare","https://www.lawfareblog.com/","","","112904","","","D","Apr 10, 2018","problem"
"Ideas","Ideas","Morning Consult","https://morningconsult.com/","","","97934","","","D","Oct 25, 2017","problem"
"Ideas","Ideas","Infowars","http://www.infowars.com/","","","1603","","","D","19 hours ago","active"
"Ideas","Ideas","Foundation For Economic Freedom","https://fee.org/","","","22979","","","D","16 hours ago","active"
"Info","Education","Bright Drops","http://brightdrops.com/","","","154624","","","N","","active"
"Info","Services","Legal Zoom","https://www.legalzoom.com/","","","8817","","","N","","active"
"Ideas","Articles","Independent Journal Review (IJR)","http://ijr.com/","","","3984","","","D","","problem"
"News","America","Alaska Dispatch News","https://www.adn.com/","","","24453","","","D","19 hours ago","active"
"Ideas","Ideas","In These Times","http://inthesetimes.com/","","","90582","","","D","15 hours ago","active"
"Info","Services","Wikileaks ","https://wikileaks.org/","","","2458","","","N","Sep 18, 2017","active"
"Ideas","Ideas","Muckrock","https://www.muckrock.com/","","","242591","","","D","Aug 29, 2017","problem"
"Info","Education","Values.com","http://www.values.com/inspirational-stories-tv-spots","","","70227","","","N","","active"
"Ideas","Specialized","New Atlas","http://newatlas.com/","","","5069","","","D","15 hours ago","active"
"Info","Services","Avvo Legal Help","https://www.avvo.com/","","","7382","","","N","","active"
"Home","Health","Authority Nutrition","https://authoritynutrition.com/","","","6482","","","D","May 7, 2017","problem"
"Info","Services","GuideStar","https://www.guidestar.org/","","","26851","","","N","","active"
"Info","Education","Hacker Rank","https://www.hackerrank.com/","","","2902","","","N","","active"
"Ideas","Ideas","American Conservative","http://www.theamericanconservative.com/","","","32371","","","D","Sep 28, 2017","problem"
"Ideas","Ideas","Tikkun Magazine","http://www.tikkun.org/","","","566602","","","D","Oct 18, 2017","problem"
"Ideas","Ideas","America Magazine (Catholic)","http://www.americamagazine.org/","","","69832","","","D","10 hours ago","active"
"Ideas","Ideas","Tablet Magazine","http://www.tabletmag.com/","","","34597","","","D","Oct 21, 2017","problem"
"Info","Education","Reference.com","https://www.reference.com/","","","609","","","N","","active"
"Info","Travel","Lonely Planet","http://www.lonelyplanet.com/","","","2220","","","N","Nov 28, 2016","active"
"Ideas","Specialized","Aviationist","https://theaviationist.com/","","","67984","","","D","Oct 8, 2017","problem"
"Ideas","Specialized","The Forward","http://forward.com/","","","24591","","","D","13 hours ago","active"
"News","Sports","SportsNet","http://www.sportsnet.ca/","","","8322","","","D","10 hours ago","active"
"Ideas","Articles","Tonic (Vice)","https://tonic.vice.com/en_us","","","159","","","D","Nov 5, 2017","problem"
"News","World","Shanghai-ist","http://shanghaiist.com/","","","21346","","","D","Sep 27, 2017","problem"
"News","Sports","Sky Sports","http://www.skysports.com/","","","1218","","3","D","Feb 15, 2017","problem"
"Ideas","Entertainment","Thump (Vice) ","http://thump.vice.com","","","158","","","D","Sep 4, 2017","problem"
"Ideas","Entertainment","Noisey (Vice) ","https://noisey.vice.com/","","","183","","1","D","11 hours ago","active"
"Ideas","Articles","Vice News","https://news.vice.com/","","","290","","","D","15 hours ago","active"
"Ideas","Culture","Broadly (Vice)","https://broadly.vice.com/","","","490","","1","D","18 hours ago","active"
"Home","Food","Munchies (Vice)","https://munchies.vice.com/","","","560","","1","D","Oct 12, 2017","problem"
"News","Sports","Vice Sports","https://sports.vice.com/","","","672","","1","D","Oct 17, 2017","problem"
"Ideas","Culture","I-D (Vice)","http://i-d.vice.com/","","","2045","","","D","16 hours ago","active"
"Ideas","Entertainment","Vice Video","https://video.vice.com/","","","3406","","","D","Jun 17, 2017","problem"
"Info","Travel","Select Registry","http://www.selectregistry.com/","","","1453995","","","N","","active"
"Info","Computers","Ask It Now","https://askitnow.com/","","","9682374","","","N","","active"
"Ideas","Articles","Need To Know Network","http://ntknetwork.com/","","","209451","","1","D","15 hours ago","active"
"Ideas","Specialized","Popular Military","http://popularmilitary.com/","","","171821","","","D","10 hours ago","active"
"Ideas","Specialized","Long War Journal","http://www.longwarjournal.org/","","","127668","","","D","17 hours ago","active"
"Info","Entertainment","Noisli","https://www.noisli.com/","","","30820","","","N","","active"
"Info","Entertainment","Ambient Mixer","http://music.ambient-mixer.com/","","","72699","","","N","","active"
"Info","Business","Franchise Times","http://www.franchisetimes.com/","","","449781","","","n","Dec 11, 2016","active"
"Info","Services","Donor Box","https://donorbox.org/","","","326360","","","N","","active"
"Ideas","Ideas","Taki's Magazine","http://takimag.com/","","","39942","","","D","19 hours ago","active"
"Ideas","Ideas","Inquisitr","http://www.inquisitr.com/","","","2512","","","D","18 hours ago","active"
"Info","Travel","Flight Deal","http://www.theflightdeal.com/","","","41963","","","N","","active"
"Info","Travel","Skip Lagged","https://skiplagged.com/","","","18694","","","N","","active"
"Ideas","Ideas","Thrive Global","https://www.thriveglobal.com/community","","","221084","","","D","18 hours ago","active"
"Info","Services","Imzy","https://www.imzy.com/","","","145557","","","N","","active"
"Info","Travel","Once Upon a Saga","http://www.onceuponasaga.dk/why-not","","","1389104","","","N","","active"
"Ideas","Tech","Silicon Beat blog (of Mercury News)","https://www.mercurynews.com/tag/siliconbeat/","","","83421","","","D","3 days ago","problem"
"Info","Education","Noahide","http://noahide.org/","","","10646705","","","N","","active"
"Info","Education","Classic Short Stories","http://classicshorts.com/bib.html","","","182422","","","N","","active"
"Info","Education","Spreeder Speed Reading","http://www.spreeder.com/","","","84122","","","N","","active"
"Info","Services","Lenro Book Lending","https://lenro.co/","","","1882920","","","N","","active"
"Info","Services","Camel Amazon Price Tracker","http://us.camelcamelcamel.com/","","","4530","","","N","","active"
"News","Tech","Daily Tekk","https://dailytekk.com/","","","51100","","","D","May 23, 2017","problem"
"Info","Travel","Couch Surfing","https://www.couchsurfing.com/","","","2564","","","N","","active"
"Info","Business","Ambition Box Interview Help","http://ambitionbox.com/","","","42927","","","N","","active"
"Info","Services","Unsplash Free Photo Collections","https://unsplash.com/collections","","","1775","","","N","","active"
"Info","Education","Mathway","https://www.mathway.com/","","","7283","","","N","","active"
"Info","Education","Typing.com","https://www.typing.com/","","","11021","","","N","","active"
"Home","Health","Harvard Health","http://www.health.harvard.edu/","","","928","","","D","Oct 17, 2017","problem"
"Ideas","Specialized","Design Boom","http://www.designboom.com/","","","9050","","","D","19 hours ago","active"
"Ideas","Culture","Harpers Bazaar","http://www.harpersbazaar.com/","","","4440","","","D","15 hours ago","active"
"Ideas","Culture","Stereogum","http://www.stereogum.com/","","","12888","","","D","Sep 27, 2017","problem"
"Info","Business","Mechanical Turk","https://www.mturk.com/","","","7896","","","N","","active"
"Info","Travel","Adioso Travel","http://adioso.com/","","","209002","","","N","","active"
"Info","Education","Open Study","http://openstudy.com/","","","15554","","","N","","active"
"Info","Education","Chess-cadamy","https://www.chesscademy.com/","","","130828","","","N","","active"
"Info","Education","Yousician","http://yousician.com/","","","58670","","","N","","active"
"Info","Education","High Brow Learning","http://gohighbrow.com/","","","123958","","","N","","active"
"Info","Education","Skill Share","https://www.skillshare.com/","","","6310","","","N","","active"
"Info","Education","Curious Learning","https://curious.com/","","","88959","","","N","","active"
"Info","Services","Cloudinary","http://cloudinary.com/","","","5054","","","N","","active"
"Info","Education","Hack Reactor","http://www.hackreactor.com/","","","110057","","","N","","active"
"Info","Computers","Invision","https://www.invisionapp.com/","","","1724","","","N","","active"
"Science","Space","Daily Galaxy","http://www.dailygalaxy.com/","","","101104","","3","D","Oct 19, 2017","problem"
"News","World","Rappler (Philippines)","http://www.rappler.com/","","","1732","","","D","Sep 12, 2017","problem"
"Info","Computers","Practical Coding Assistance","http://www.practicalcoding.in/","","","2721434","","","N","","active"
"Info","Services","Flexjobs","https://www.flexjobs.com/","","","18294","","","N","","active"
"Info","Services","AuthenticJobs","https://authenticjobs.com/","","","106858","","","N","","active"
"Info","Services","Center For Internet Security","https://www.cisecurity.org/","","","272380","","","N","","active"
"Info","Entertainment","We Are All Astronauts","https://soundcloud.com/weareallastronauts","","","100242","","","N","","active"
"Home","Food","Daily Meal","http://www.thedailymeal.com/","","","30535","","2","D","Sep 28, 2017","problem"
"Ideas","Articles","Heavy.com","http://heavy.com/","","","1776","","","D","15 hours ago","active"
"Ideas","Culture","The Guardian Lifestyle","https://www.theguardian.com/uk/lifeandstyle","","","112","","","D","15 hours ago","active"
"Ideas","Culture","Her Campus","http://www.hercampus.com/","","","23284","","","D","Sep 25, 2017","problem"
"Home","Home","Today's Parent","http://www.todaysparent.com/","","","31977","","","D","17 hours ago","active"
"Ideas","Ideas","Good Magazine","https://www.good.is/","","","9421","","","D","16 hours ago","active"
"Info","Services","Startup Grind","https://www.startupgrind.com/","","","68364","","","N","","active"
"Ideas","Advice","The Balance (personal finance)","https://www.thebalance.com/","","","1491","","","D","16 hours ago","active"
"Info","Services","PopTox Free Phone Calls","https://www.poptox.com/","","","40730","","","N","","active"
"News","World","Stuff - New Zealand News","http://www.stuff.co.nz/","","","3290","","","D","18 hours ago","active"
"Ideas","Culture","What Culture","http://whatculture.com/","","","5338","","","D","Oct 15, 2017","problem"
"News","World","Xinhuanet (China)","http://www.xinhuanet.com/english/","","","185","","","D","18 hours ago","active"
