"category","subcategory","name","url","feed_url","feed_error_attempt","alexa","image_capture_attempt","attempt_reset_count","image_hour","image_updated_at","status"
"News","America","Chicago Magazine","http://www.chicagomag.com/","http://www.chicagomag.com/rss/main","","51677","","","D","May 16, 2016","problem"
"Ideas","Ideas","Hazlitt","http://hazlitt.net/","http://hazlitt.net/rss.xml","","282410","","","Dhttp://haz","May 25, 2016","active"
"Ideas","Ideas","Weekly Standard","http://www.weeklystandard.com/","http://www.weeklystandard.com/rss/all","","13203","","","D","14 hours ago","active"
"Info","Computers","Gyazo Screen-capture","https://gyazo.com/","","","840","","","N","","active"
"Info","Business","Slack","https://slack.com/","","","436","","","N","","active"
"Info","Services","Consumer Reports","http://www.consumerreports.org/","","","1622","","","N","","active"
"Info","Health&Food","Cooks.com","http://www.cooks.com/","","","7199","","","N","Jul 6, 2016","active"
"Info","Education","Ifixit","https://www.ifixit.com/","","","2888","","","N","","active"
"Info","Business","Crunch Base","https://www.crunchbase.com/","","","2073","","","D","Dec 8, 2015","inactive"
"Ideas","Entertainment","Billboard","http://www.billboard.com/","","","1754","","","D","Jul 5, 2016","problem"
"Ideas","Advice","Business News Daily","http://www.businessnewsdaily.com/","","","7503","","","D","Dec 8, 2015","inactive"
"Info","Services","Wish.com","https://www.wish.com/","","","1720","","","D","","inactive"
"Ideas","Ideas","Mosaic Magazine","http://mosaicmagazine.com/","http://mosaicmagazine.com/rss/","","182183","","","D","12 hours ago","active"
"Science","Space","Astronomy Magazine","http://www.astronomy.com/","","","80558","","","D","9 hours ago","active"
"Ideas","Articles","IO9","http://io9.com/","","","1146","","","D","Dec 7, 2015","inactive"
"Ideas","Articles","test website","http://google.com","","","1","","","","","inactive"
"Info","Entertainment","Tunein","http://tunein.com/","","","1308","","","N","","active"
"Info","Computers","Smart Living","http://www.smartliving.io/","","","1198509","","","N","","active"
"News","America","Philadelphia Magazine","http://www.phillymag.com/","http://www.phillymag.com/feed/","","18921","","","D","Sep 25, 2017","problem"
"News","America","Seattle Times","http://www.seattletimes.com/","http://www.seattletimes.com/feed/","","3375","","","D","12 hours ago","active"
"News","America","Los Angeles Daily News","http://www.dailynews.com/","","","31838","","","D","18 hours ago","active"
"News","America","Chicago Tribune","http://www.chicagotribune.com/","","","1506","","","H","","inactive"
"Home","Health","Stat News","http://www.statnews.com/","","","94463","","","D","Oct 13, 2017","problem"
"News","America","Philly.com","http://www.philly.com/","","","3204","","","H","Apr 15, 2016","inactive"
"Ideas","Entertainment","All Music","http://www.allmusic.com/","http://www.allmusic.com/rss","","2725","","","D","Oct 18, 2017","problem"
"Info","Courses","EduCBA","http://www.educba.com/","","","72587","","","N","Dec 24, 2015","active"
"News","Finance&Business","Zero Hedge","http://www.zerohedge.com/","","","1977","","2","H","Sep 28, 2017","problem"
"News","World","Hurriyet Daily News (Turkey)","http://www.hurriyetdailynews.com/","http://www.hurriyetdailynews.com/rss.aspx","15","19694","","","H","18 minutes ago","active"
"Ideas","Articles","Nautilus","http://nautil.us/blog","http://nautil.us/rss/all","","26541","","","D","12 hours ago","active"
"Science","Magazines","Science Magazine","http://www.sciencemag.org/","","","5344","","","D","14 hours ago","active"
"News","America","Wisconsin Journal Sentinel","http://www.jsonline.com/","http://www.jsonline.com/rss/?c=y&path=%2Fnewswatch","188","8365","","","D","Oct 17, 2017","problem"
"Info","Services","WikiHouse","http://www.wikihouse.cc/","","","464319","","","W","2 days ago","active"
"News","Tech","PC Advisor","http://www.pcadvisor.co.uk/","","","1776","","","D","Mar 20, 2016","inactive"
"News","TopNews","CNN","http://www.cnn.com/","http://rss.cnn.com/rss/cnn_topstories.rss","","78","","","H","52 minutes ago","active"
"News","TopNews","Roll Call","http://www.rollcall.com/ ","http://www.rollcall.com/rss/tag/rss-feed/all-news","","26948","","","H","37 minutes ago","active"
"Science","Space","Universe Today","http://www.universetoday.com/","http://www.universetoday.com/universetoday.xml","","18213","","","D","15 hours ago","active"
"Ideas","Ideas","Billfold","http://thebillfold.com/","","","64644","","","D","","inactive"
"News","World","The Independent (UK)","http://www.independent.co.uk/","http://www.independent.co.uk/rss","","467","","5","H","1 minute ago","active"
"News","World","Economic Times (India)","http://economictimes.com/","","","39204","","","D","Dec 25, 2015","inactive"
"News","World","Canada National Post","http://www.nationalpost.com/","http://feeds.feedburner.com/np_top_stories.rss","","4356","","2","H","19 minutes ago","active"
"Info","Entertainment","Calameo","http://www.calameo.com/","","","4402","","","N","","active"
"Ideas","Culture","Vocativ","http://www.vocativ.com/","http://www.vocativ.com/feed/","","11193","","","D","Sep 18, 2017","problem"
"News","Finance&Business","Digiday","http://digiday.com/","http://digiday.com/feed","","15752","","","D","Oct 22, 2017","problem"
"News","Tech","9 to 5 Google","http://9to5google.com/","","","14995","","","","","inactive"
"News","TopNews","Breitbart","http://www.breitbart.com/","http://feeds.feedburner.com/breitbart","","935","","","H","22 minutes ago","active"
"Info","Education","Claremont Review of Books","http://www.claremont.org/crb/latest-issue/","","","600152","","","M","Apr 12, 2016","active"
"News","Sports","Sports On Earth","http://www.sportsonearth.com/","http://www.sportsonearth.com/gen/hb/rss/writers.xml","","42804","","","D","16 hours ago","active"
"News","Sports","Real Clear Sports","http://www.realclearsports.com/","http://www.realclearsports.com/index.xml","","87574","","","D","Oct 12, 2017","problem"
"Home","Health","Real Clear Health","http://www.realclearhealth.com/","http://www.realclearhealth.com/index.xml","","646096","","","D","16 hours ago","active"
"Ideas","Advice","Apartment Therapy","http://www.apartmenttherapy.com/","http://feeds.apartmenttherapy.com/apartmenttherapy/main","","2211","","","D","12 hours ago","active"
"Ideas","Specialized","Politifact","http://www.politifact.com/","http://www.politifact.com/feeds/statements/truth-o-meter/","","8600","","","D","18 hours ago","active"
"Ideas","Entertainment","Cracked","http://www.cracked.com/","","","847","","","D","Oct 2, 2017","problem"
"Ideas","Tech","Tech Insider","http://www.techinsider.io/","http://www.techinsider.io/rss","","2692","","1","D","10 hours ago","active"
"Science","News","Chemistry World","https://www.chemistryworld.com/news","http://prospect.rsc.org/blogs/cw/feed/","","8054","","","D","10 hours ago","active"
"Science","Magazines","Cosmos Magazine","https://cosmosmagazine.com/","","","178529","","","D","Aug 17, 2017","problem"
"Ideas","History","Wonders & Marvels","http://www.wondersandmarvels.com/","","","560582","","","D","","inactive"
"Science","News","Climate Central","http://www.climatecentral.org/","http://feeds.feedburner.com/climatecentral/djOO","","58407","","","D","Oct 18, 2017","problem"
"Ideas","Specialized","The Register","http://www.theregister.co.uk/","http://www.theregister.co.uk/headlines.atom","493","4289","","","D","19 hours ago","active"
"Science","News","Deep Stuff","http://www.deepstuff.org/","http://www.deepstuff.org/feed/","","712321","","","D","Jun 11, 2017","problem"
"Ideas","Advice","Success.com","http://www.success.com/","","","19979","","","D","","inactive"
"Ideas","Tech","Slash Gear","http://www.slashgear.com/","http://www.slashgear.com/feed/","","8271","","","D","15 hours ago","active"
"Ideas","Ideas","OZY","http://www.ozy.com/","http://www.ozy.com/rss/dailydose","","7158","","","D","Sep 24, 2017","problem"
"Ideas","Specialized","Strategy & Business","http://www.strategy-business.com/","","","65525","","","D","","inactive"
"News","America","Atlanta Magazine","http://www.atlantamagazine.com/","http://www.atlantamagazine.com/feed/","","115890","","","D","May 16, 2016","problem"
"News","Tech","Uber Gizmo","http://www.ubergizmo.com/","http://cdn2.ubergizmo.com/index.xml","","7541","","","D","Sep 24, 2017","problem"
"Ideas","Culture","Architectural Digest","http://www.architecturaldigest.com/","","","21966","","","D","Jan 9, 2016","inactive"
"Ideas","Advice","Self Magazine","http://www.self.com/","","","7133","","","D","","inactive"
"Info","Education","World Wide Words","http://www.worldwidewords.org/","","","185541","","","W","49 minutes ago","active"
"Ideas","Entertainment","Hollywood Reporter","http://www.hollywoodreporter.com/","http://feeds.feedburner.com/thr/news","216","1464","","","D","15 hours ago","active"
"Science","News","Neuroscience News","http://neurosciencenews.com/","http://neurosciencenews.com/feed/","","103988","","","D","18 hours ago","active"
"Science","News","Zyrobotics","http://zyrobotics.com/blog/","http://zyrobotics.com/feed/","","3424230","","","D","May 21, 2016","problem"
"Ideas","Entertainment","Band Camp","https://bandcamp.com/","","","1480","","","D","","inactive"
"News","World","Asia Times","http://atimes.com/","http://atimes.com/feed/","","35251","","","D","17 hours ago","active"
"Ideas","Ideas","Democracy Journal","http://democracyjournal.org/","","","554342","","","D","","inactive"
"Info","Entertainment","Old Time Radio (85,000 shows)","http://otrrlibrary.org/","","","1085868","","","N","","active"
"News","TopNews","Newsweek","http://www.newsweek.com/ ","http://www.newsweek.com/newsfeed","472","5024","","2","H","51 minutes ago","active"
"News","Magazines","New York Review of Books","http://www.nybooks.com/ ","http://feeds.feedburner.com/nybooks","","19603","","","D","10 hours ago","active"
"Ideas","Ideas","Gates Notes","http://www.gatesnotes.com/","","","23974","","","D","","inactive"
"Info","Education","On Being","http://www.onbeing.org/","","","48069","","","N","Sep 30, 2017","active"
"Ideas","Ideas","Daily Good","http://magazine.good.is/","","","5668","","","D","","inactive"
"Info","Education","Armchair General","http://www.armchairgeneral.com/","","","227009","","","W","1 week ago","active"
"Info","Business","Business.com","http://www.business.com/","","","12994","","","N","Jun 6, 2016","active"
"News","World","Int'l Business Times (UK)","http://www.ibtimes.co.uk/","http://www.ibtimes.com/rss/business","","1492","","1","H","58 minutes ago","active"
"Info","Computers","TensorFlow","https://www.tensorflow.org/","","","24009","","","N","","active"
"Science","News","Eureka Alert","http://eurekalert.org/","http://www.eurekalert.org/rss.xml","4","21216","","","D","Sep 18, 2016","problem"
"Ideas","Ideas","American Thinker","http://www.americanthinker.com/","http://feeds.feedburner.com/americanthinker","","12104","","","D","19 hours ago","active"
"News","Tech","iPhone Hacks","http://www.iphonehacks.com/","http://www.iphonehacks.com/feed/","","9007","","","D","May 20, 2016","problem"
"Info","Education","Poets.org","https://www.poets.org/","","","26069","","","N","","active"
"Info","Computers","Spark Big Data Framework","http://spark.apache.org/","","","1102","","","M","Apr 10, 2016","active"
"Info","Services","Congressional Budget Office","https://www.cbo.gov/","","","146568","","","N","","active"
"Info","Education","More Words","https://www.morewords.com/","","","20782","","","M","Apr 11, 2016","active"
"News","TopNews","New York Times","http://www.nytimes.com/","http://www.nytimes.com/services/xml/rss/nyt/HomePage.xml","","106","","1","H","1 minute ago","active"
"News","Sports","CBS Sports","http://www.cbssports.com/","http://www.cbssports.com/partners/feeds/rss/home_news","","506","","","H","1 hour ago","active"
"Home","Health","Greatist","http://greatist.com/","","","4569","","","D","Oct 17, 2017","problem"
"Info","Entertainment","Radionomy","http://www.radionomy.com/","","","19632","","","N","","active"
"Ideas","Tech","Geeky Gadgets","http://www.geeky-gadgets.com/","http://www.geeky-gadgets.com/feed/","","28453","","1","D","Oct 19, 2017","problem"
"Info","Services","Nerd Wallet","https://www.nerdwallet.com/","","","5041","","","N","Mar 31, 2016","active"
"Info","Services","Anything 2 MP3","http://anything2mp3.com/","","","9902","","","M","Apr 15, 2016","active"
"Science","News","IFL Science","http://www.iflscience.com/","http://www.iflscience.com/rss.xml","484","913","","","D","15 hours ago","active"
"Science","News","Mosaic Science","http://mosaicscience.com/","https://mosaicscience.com/feed/rss.xml","","224645","","","D","Oct 7, 2017","problem"
"Ideas","Articles","Vice","http://www.vice.com/","http://www.vice.com/rss","","166","","","H","59 minutes ago","active"
"Ideas","Ideas","Right Scoop","http://therightscoop.com/","http://therightscoop.com/feed/","","21294","","2","H","48 minutes ago","active"
"News","Finance&Business","Adweek","http://www.adweek.com/","http://www.adweek.com/socialtimes/feed","68","2830","","1","H","May 18, 2017","problem"
"News","Finance&Business","Real Clear Markets","http://www.realclearmarkets.com/","http://www.realclearmarkets.com/index.xml","","63261","","4","H","2 minutes ago","active"
"News","Finance&Business","Stockman's Contra Corner","http://davidstockmanscontracorner.com/","http://davidstockmanscontracorner.com/feed/","","65795","","","D","Aug 31, 2017","problem"
"News","TopNews","The Hill","http://thehill.com/ ","http://thehill.com/rss/syndicator/19110","","2669","","1","H","52 minutes ago","active"
"News","TopNews","The Week","http://theweek.com/ ","http://theweek.com/rss.xml","","4979","","3","H","58 minutes ago","active"
"News","TopNews","McClatchy","http://www.mcclatchydc.com/","http://www.mcclatchydc.com/?widgetName=rssfeed&widgetContentId=23892580&getXmlFeed=true","","34792","","2","H","23 minutes ago","active"
"News","World","Hindustan Times","http://www.hindustantimes.com/  ","","","1106","","","H","Oct 16, 2017","problem"
"News","World","ABC (Australia)","http://www.abc.net.au/","http://www.abc.net.au/homepage/rss.xml","6","1125","","","D","Jul 4, 2016","problem"
"News","World","Times of Israel","http://www.timesofisrael.com/","http://www.timesofisrael.com/feed/","","6179","","3","H","Oct 18, 2017","problem"
"News","World","China Daily","http://www.chinadaily.com.cn/","http://www.chinadaily.com.cn/rss/cndy_rss.xml","2","1207","","","H","37 minutes ago","active"
"Info","Business","Amazing Seller","http://theamazingseller.com/","","","42173","","","W","2 days ago","active"
"Science","News","Physics World","http://physicsworld.com/","http://feeds.feedburner.com/PhysicsWorld","","142036","","","D","12 hours ago","active"
"News","America","Oregonian","http://www.oregonlive.com/","","","3561","","","D","","inactive"
"Science","News","Science Based Medicine","https://www.sciencebasedmedicine.org/","","","40045","","","D","","inactive"
"Home","Health","Science & Health","http://acsh.org/","http://acsh.org/feed/","","404715","","","D","15 hours ago","active"
"Ideas","Culture","Social Blade","http://socialblade.com/","","","5797","","","D","","inactive"
"Info","Education","TV 411","http://www.tv411.org/","","","585584","","","M","Apr 11, 2016","active"
"Science","Magazines","MIT Technology Review","http://www.technologyreview.com/","","","8526","","","D","12 hours ago","active"
"Ideas","Ideas","Contexts","http://contexts.org/","","","950480","","","D","","inactive"
"Info","Education","Word Hippo","http://www.wordhippo.com/","","","6169","","","M","Apr 10, 2016","active"
"Ideas","Culture","Flashbak","http://flashbak.com/","http://flashbak.com/feed/","","118851","","","D","18 hours ago","active"
"News","America","Texas Tribune","http://www.texastribune.org/","","","35409","","","D","Apr 6, 2016","inactive"
"News","America","Toronto Star","http://www.thestar.com/","","","3561","","","H","May 3, 2016","problem"
"Ideas","Tech","Tech Emergence","http://techemergence.com/","http://techemergence.com/feed/","","660446","","","D","17 hours ago","active"
"Info","Health&Food","All Recipes","http://allrecipes.com/  ","","","584","","","N","Sep 26, 2017","active"
"Ideas","Articles","Slate","http://www.slate.com/","http://www.slate.com/all.fulltext.all.rss","","699","","","D","16 hours ago","active"
"News","America","Washington Examiner","http://www.washingtonexaminer.com/","http://www.washingtonexaminer.com/rss/politics","","7134","","2","H","Sep 28, 2017","problem"
"News","America","Boston.com","http://www.Boston.com","http://www.boston.com/feed","","2681","","2","H","58 minutes ago","active"
"News","America","Houston Chronicle","http://www.Chron.com","http://www.chron.com/rss/feed/News-270.php","","712","","2","H","55 minutes ago","active"
"News","Finance&Business","Business Insider","http://www.businessinsider.com/ ","http://feeds2.feedburner.com/businessinsider","","1354","","","D","4 hours ago","active"
"News","Finance&Business","Wall Street Journal","http://online.wsj.com/ ","http://www.wsj.com/xml/rss/3_7085.xml","","323","","1","H","54 minutes ago","active"
"News","Finance&Business","CNN Money","http://money.cnn.com/ ","http://rss.cnn.com/rss/money_topstories.rss","","88","","","H","Sep 17, 2016","inactive"
"News","Finance&Business","Investopedia","http://www.investopedia.com/","http://www.investopedia.com/feedbuilder/feed/getFeed?feedName=rss_headline","","868","","2","H","59 minutes ago","active"
"News","Finance&Business","CNBC","http://www.cnbc.com/","http://www.cnbc.com/id/100003114/device/rss/rss.html","","687","","","H","37 minutes ago","active"
"News","TopNews","Real Clear Politics","http://www.realclearpolitics.com/","http://feeds.feedburner.com/realclearpolitics/qlMj","","5394","","3","H","2 minutes ago","active"
"News","TopNews","CBS News","http://www.cbsnews.com/","http://www.cbsnews.com/latest/rss/main","","706","","","H","Oct 5, 2017","problem"
"News","TopNews","Reuters","http://www.reuters.com/","http://feeds.reuters.com/reuters/topNews","","357","","3","H","22 minutes ago","active"
"News","World","Jerusalem Post","http://www.jpost.com/","http://www.jpost.com/Rss/RssFeedsFrontPage.aspx","","6117","","4","H","57 minutes ago","active"
"News","Sports","NBC Sports","http://www.nbcsports.com/","","","1044","","1","H","Oct 7, 2017","problem"
"News","Sports","ESPN","http://espn.go.com/ ","http://espn.go.com/espn/rss/news","","122","","","H","6 minutes ago","active"
"Ideas","Ideas","Common Dreams","http://www.commondreams.org/","http://www.commondreams.org/rss.xml","2","21515","","","D","18 hours ago","active"
"Ideas","Tech","IMore","http://www.imore.com/","http://www.imore.com/rss.xml","","3142","","3","D","16 hours ago","active"
"News","America","Riverfront Times (St. Louis)","http://www.riverfronttimes.com/","http://www.riverfronttimes.com/stlouis/Rss.xml","","53704","","","D","Sep 24, 2017","problem"
"Ideas","Advice","Lifehack","http://www.lifehack.org/","http://www.lifehack.org/feed","","1879","","","D","Aug 3, 2016","problem"
"Ideas","Ideas","Zocalo Public Square","http://www.zocalopublicsquare.org/","http://www.zocalopublicsquare.org/feed/","","330356","","","D","14 hours ago","active"
"News","Tech","Silicon Republic ","https://www.siliconrepublic.com/","","","54449","","","D","","inactive"
"Ideas","Articles","Media-ite","http://www.mediaite.com/","http://www.mediaite.com/feed/","","4929","","","D","4 hours ago","active"
"Ideas","Specialized","MEMO - Middle East Monitor","https://www.middleeastmonitor.com/","","","71343","","","D","","inactive"
"Ideas","Specialized","Southern Poverty Law Center","https://www.splcenter.org/","","","65826","","","D","","inactive"
"Info","Computers","Elixir ","http://elixir-lang.org/","","","100526","","","M","Apr 12, 2016","active"
"Home","Health","Food Matters","http://foodmatters.tv/articles","","1","30800","","","D","19 hours ago","active"
"Home","Medical","Medical Daily","http://www.medicaldaily.com/","","","10901","","","D","Oct 7, 2017","problem"
"Ideas","Tech","Android Central","http://www.androidcentral.com/","http://www.androidcentral.com/rss.xml","","967","","","D","10 hours ago","active"
"Ideas","Ideas","Great Big Story","http://www.greatbigstory.com/","","","22915","","","D","May 16, 2016","problem"
"Ideas","Specialized","The Influence","http://theinfluence.org/","http://theinfluence.org/feed/","","960570","","","D","10 hours ago","active"
"Ideas","Entertainment","NME - New Musical Express","http://www.nme.com/news/music","http://www.nme.com/rss/news","401","6575","","","D","18 hours ago","active"
"Ideas","Entertainment","Entertainment Weekly","http://www.ew.com/","","","824","","","D","15 hours ago","active"
"Ideas","Ideas","New Criterion","http://www.newcriterion.com/","http://www.newcriterion.com/xml/lastissue.cfm","","326733","","","D","18 hours ago","active"
"Ideas","Ideas","PJ Media","https://pjmedia.com/","","","5192","","","D","","inactive"
"Ideas","Culture","Whizz Past","http://www.whizzpast.com/","","","793545","","","D","Mar 20, 2016","inactive"
"Ideas","Tech","Tech Spot","http://www.techspot.com/","http://www.techspot.com/backend.xml","","4702","","1","D","8 hours ago","active"
"Info","Entertainment","A Good Movie To Watch","http://agoodmovietowatch.com/all","","","31993","","","N","Sep 30, 2017","active"
"Home","Health","Woman's Day","http://www.womansday.com/","","","8073","","","D","Oct 27, 2017","problem"
"Info","Travel","Airpano","http://www.airpano.com/","","","82833","","","N","","active"
"Info","Travel","Guiddoo","http://www.guiddoo.com/","","","255109","","","N","","active"
"Science","Magazines","Discover Magazine","http://blogs.discovermagazine.com/","http://feeds.feedburner.com/AllDiscovermagazinecomContent?format=xml","","19428","","1","D","10 hours ago","active"
"Ideas","Articles","Awesome Daily","http://theawesomedaily.com/","http://theawesomedaily.com/feed/","","110383","","1","D","6 days ago","problem"
"Ideas","Articles","UPI","http://www.upi.com/","http://rss.upi.com/news/news.rss","","5112","","","D","18 hours ago","active"
"Info","Courses","Alison","https://alison.com/","","","7257","","","N","","active"
"Ideas","Ideas","TPM - Talking Points Memo","http://talkingpointsmemo.com/","http://talkingpointsmemo.com/feed/all","446","3541","","","D","10 hours ago","active"
"Info","Education","Jim's Pages States","http://jimspages.com/States.htm","","","874538","","","N","","active"
"Ideas","Ideas","Mind Unleashed","http://themindunleashed.org/","http://themindunleashed.org/feed","","16490","","","D","Oct 29, 2016","problem"
"Ideas","Articles","Paste Magazine","http://www.pastemagazine.com/","","","5982","","","D","May 11, 2016","problem"
"Ideas","Entertainment","We Are Movie Geeks","http://www.wearemoviegeeks.com/","http://www.wearemoviegeeks.com/feed/","","385474","","","D","Sep 18, 2017","problem"
"Ideas","Ideas","American Prospect","http://prospect.org/","http://prospect.org/rss.xml","233","76005","","","D","16 hours ago","active"
"Ideas","Articles","Listverse","http://listverse.com/","http://listverse.com/feed/","","5601","","","D","Apr 10, 2018","problem"
"Ideas","Advice","Clickfire","http://www.clickfire.com/","http://www.clickfire.com/feed/","1","639244","","","D","May 28, 2016","problem"
"Ideas","Culture","booooooom","http://www.booooooom.com/","","","89014","","","D","Apr 7, 2016","inactive"
"Ideas","Culture","core77","http://www.core77.com/","http://feeds.feedburner.com/core77/blog","","31440","","","D","Oct 25, 2017","problem"
"Ideas","Articles","Knowable","http://www.knowable.com/","","","6435","","","D","Mar 26, 2016","inactive"
"Ideas","Advice","You Queen","http://youqueen.com/","","","51202","","","D","Apr 21, 2016","inactive"
"Ideas","Specialized","Creative Bloq","http://www.creativebloq.com/","http://feeds.feedburner.com/creativebloq/","","3230","","","D","Oct 7, 2017","problem"
"News","Tech","Techncore","http://www.techncore.com/","","","4968448","","","D","Jun 9, 2016","problem"
"Ideas","Articles","1843 Magazine","https://www.1843magazine.com/","","","380968","","","D","","inactive"
"Ideas","Entertainment","Fact Magazine (Music)","http://www.factmag.com/","http://www.factmag.com/feed/","1","16393","","","D","Jun 9, 2016","problem"
"Ideas","Ideas","Volteface","http://volteface.me/","http://volteface.me/feed/","","1869429","","","D","Nov 4, 2017","problem"
"Ideas","Specialized","Matador Network","http://matadornetwork.com/","","","6589","","","D","19 hours ago","active"
"Ideas","Ideas","Fact Slides","http://www.factslides.com/","","","26865","","","D","2 days ago","problem"
"Science","News","Wonderful Engineering","http://wonderfulengineering.com/","http://wonderfulengineering.com/feed/","","19543","","","D","17 hours ago","active"
"Ideas","Ideas","A Plus","http://aplus.com/","http://aplus.com/feed","","4317","","","D","16 hours ago","active"
"Home","Health","Natural Blaze","http://www.naturalblaze.com/","http://www.naturalblaze.com/feed","","117342","","","D","Sep 24, 2017","problem"
"News","Tech","Tech Radar","http://www.techradar.com/","http://feeds2.feedburner.com/techradar/allnews","","988","","","D","Oct 6, 2017","problem"
"Ideas","Culture","Curbed","http://www.curbed.com/","","","5092","","1","D","18 hours ago","active"
"Ideas","Specialized","Monday Note","http://www.mondaynote.com/","","","184688","","","D","Apr 13, 2016","problem"
"Ideas","Culture","Current Affairs","https://www.currentaffairs.org/","","","146136","","","D","","inactive"
"Ideas","Tech","Upload VR","http://uploadvr.com/","http://uploadvr.com/feed/","","48269","","","D","16 hours ago","active"
"Ideas","Entertainment","Metacritic","http://www.metacritic.com/","http://www.metacritic.com/rss/features","","1711","","","D","14 hours ago","active"
"Info","Health&Food","Babble","http://www.babble.com/","","","6349","","","M","Apr 9, 2016","active"
"Info","Computers","Codility","https://codility.com/","","","61744","","","N","","active"
"Home","Health","Style Craze","http://www.stylecraze.com/","","","5825","","","D","Sep 27, 2017","problem"
"Ideas","Specialized","ICIJ - Investigative Journalists","https://www.icij.org/","","","191315","","","D","","inactive"
"Ideas","Specialized","Global Witness","https://www.globalwitness.org/en/","","","269391","","","D","","inactive"
"Ideas","Ideas","Point Magazine","http://thepointmag.com/","","","569624","","","D","May 10, 2016","problem"
"Ideas","Ideas","Thrillist","https://www.thrillist.com/","","","2218","","","D","Nov 15, 2017","problem"
"Ideas","Culture","killscreen","https://killscreen.com/","","","91244","","","D","","inactive"
"Ideas","Specialized","Peta Pixel","http://petapixel.com/","http://feedproxy.google.com/PetaPixel","","4717","","","D","Oct 17, 2017","problem"
"Ideas","Specialized","Foreign Policy","https://foreignpolicy.com/","","","9390","","","D","","problem"
"Ideas","Ideas","Boston Review","http://bostonreview.net/","","","138122","","","D","14 hours ago","active"
"Info","Health&Food","Better Help","https://www.betterhelp.com/","","","71588","","","N","","active"
"Info","Education","Famous Mathematicians ","http://www.famous-mathematicians.com/","","","1035444","","","N","","active"
"Ideas","Ideas","Reason","https://reason.com/","","","8786","","","D","18 hours ago","active"
"Ideas","Culture","Esquire","http://www.esquire.com/","http://www.esquire.com/rss/all.xml","","1894","","","D","10 hours ago","active"
"Ideas","Ideas","First Things","http://www.firstthings.com/","","","38001","","","D","","inactive"
"Ideas","Specialized","Project Inspo","http://projectinspo.com/","http://projectinspo.com/feed/","","301995","","","D","May 15, 2016","problem"
"Science","News","Seed Magazine","http://seedmagazine.com/","http://seedmagazine.com/feeds/RSS/","","737090","","","D","Jun 2, 2016","problem"
"Info","Entertainment","One Big Photo","http://onebigphoto.com/","","","161424","","","N","May 4, 2016","active"
"Info","Entertainment","Giphy","http://giphy.com/","","","388","","","N","","active"
"Info","Services","Eye Buy Direct","https://www.eyebuydirect.com/","","","20348","","","N","","active"
"Info","Education","Flowing Data","http://flowingdata.com/","http://flowingdata.com/feed","","19313","","","N","Oct 2, 2017","active"
"News","Tech","Tom's Guide","http://www.tomsguide.com/","","","1468","","","D","Oct 29, 2016","problem"
"Ideas","Ideas","Polizette","http://www.lifezette.com/polizette/","","","28333","","","D","May 4, 2016","problem"
"Ideas","Ideas","Blogging Heads","http://bloggingheads.tv/","http://bloggingheads.tv/frontpage/feed","","239186","","","D","16 hours ago","active"
"News","Magazines","Parade Magazine","http://parade.com/","","","19474","","","D","","inactive"
"Ideas","Ideas","N Plus One","https://nplusonemag.com/","","","246789","","","D","","inactive"
"Info","Entertainment","Gamepedia","http://www.gamepedia.com/","","","711","","","N","May 2, 2016","active"
"Info","Computers","Kotlin ","https://kotlinlang.org/","","","48193","","","N","","active"
"Info","Computers","Realm Portable Database","https://realm.io/","","","32072","","","N","","active"
"Info","Computers","ReactiveX","http://reactivex.io/","","","81122","","","","","active"
"Science","Magazines","Archaeology Magazine","http://www.archaeology.org/","http://www.archaeology.org/feed","","77686","","","D","18 hours ago","active"
"Science","News","Inside Science","https://www.insidescience.org/","","","368239","","","D","16 hours ago","active"
"Info","Computers","Alternative To","http://alternativeto.net/","","","3382","","","N","","active"
"Info","Education","Soft Schools","http://www.softschools.com/","","","15944","","","N","","active"
"Info","Education","Win Calendar","http://www.wincalendar.com/","","","19636","","","N","","active"
"Science","News","Science 2.0","http://www.science20.com/","http://www.science20.com/news/rss.xml","","83224","","","D","Jan 3, 2018","problem"
"Science","News","BBC Earth","http://www.bbc.com/earth","http://feeds.bbci.co.uk/news/science_and_environment/rss.xml#","","131","","","D","Oct 9, 2017","problem"
"News","Finance&Business","Biz Journals","http://www.bizjournals.com/","","","1700","","","H","","inactive"
"Ideas","Specialized","Cipher Brief","http://thecipherbrief.com/","","","421357","","","D","13 hours ago","active"
"Ideas","Culture","Little Things","http://www.littlethings.com/","http://www.littlethings.com/feed","28","1257","","","D","Sep 25, 2017","problem"
"Ideas","Culture","Ranker","http://www.ranker.com/","http://www.ranker.com/ranker-feed/home/most-recent","206","1350","","","D","15 hours ago","active"
"Ideas","Specialized","Law.com","http://www.law.com/","","","67185","","","D","","inactive"
"News","Tech","Linux Insider","http://www.linuxinsider.com/","http://www.linuxinsider.com/perl/syndication/rssfull.pl","","186157","","","D","Oct 8, 2017","problem"
"Ideas","Culture","Arts Journal","http://www.artsjournal.com/","http://www.artsjournal.com/feed","260","120498","","","D","Oct 17, 2017","problem"
"Ideas","Specialized","Jalopnik","http://jalopnik.com/","","","1501","","","D","","inactive"
"Ideas","Culture","Quotations Book","http://quotationsbook.com/","","","734108","","","D","May 12, 2016","problem"
"News","Tech","Computer World","http://www.computerworld.com/","http://www.computerworld.com/index.rss","","4639","","","D","Sep 24, 2017","problem"
